AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_CostCategories,x_Discounts,x_Operation,x_ServiceCode,x_UsageType,Tags
,9.36E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.40 per 1,000,000 queries for the first 1 Billion queries",Usage-Based,2025-03-05 06:00:00+00:00,2025-03-05 05:00:00+00:00,,,,,,3,Queries,9.36E-07,3.12E-07,9.36E-07,Amazon Web Services Australia Pty Ltd,1.20E-06,4.00E-07,Standard,3,Queries,AWS,Amazon Web Services Australia Pty Ltd,global,,nea:njf:ebhgr08:::ubfgrqmbar/M57364276JW43TOY1R4PZ,,,Networking,Amazon Route 53,JHRA6QBEDT9FZVT5,JHRA6QBEDT9FZVT5.JRTCKXETXF.ZN357FEBCK,878096312311,gsafj-nqfg-ebhgr08-cebq,[],"[[""total_discount"", -2.64e-07], [""bundled_discount"", 0.0], [""edp_discount"", -2.64e-07]]",A,AmazonRoute53,DNS-Queries,
,0.0515303226,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,2025-03-13 20:00:00+00:00,2025-03-13 19:00:00+00:00,,,,,,0.688172043,GB-Months,0.0515303226,0.074880000029,0.0515303226,Amazon Web Services Australia Pty Ltd,0.0660645161,0.096,Standard,0.688172043,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-55o7418p7q9o6n61n,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,932766833570,gsafj-pbecbengrvg-rdhvcccq-abacebq,[],"[[""total_discount"", -0.0145341935], [""bundled_discount"", 0.0], [""edp_discount"", -0.0145341935]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3,"{""application"": ""595498"", ""environment"": null, ""cost_center"": null}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,2025-03-06 11:00:00+00:00,2025-03-06 10:00:00+00:00,,,,,,0.0033574263,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.0033574263,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-5sorrss928q51spn3,,,Compute,Amazon Elastic Compute Cloud,5EA4W2JJSR2QXS69,5EA4W2JJSR2QXS69.JRTCKXETXF.6YS6EN2CT7,869402194052,gsafj-pbecbengrvg-rdhvcfvg-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",InterZone-In,AmazonEC2,APS2-DataTransfer-xAZ-In-Bytes,"{""application"": ""GAJ579857"", ""environment"": null, ""cost_center"": ""Hanyybpngrq""}"
,1.01E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.098 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Singapore),Usage-Based,2025-03-15 01:00:00+00:00,2025-03-15 00:00:00+00:00,,,,,,1.32E-07,GB,1.01E-08,0.076399394856,1.01E-08,Amazon Web Services Australia Pty Ltd,1.30E-08,0.098,Standard,1.32E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),rdhvc-f8-ztzg-fnc-erserfu-frafvgvirqngn-flap,,bucket,Storage,Amazon Simple Storage Service,A5D7Z56NXH3BX3GT,A5D7Z56NXH3BX3GT.JRTCKXETXF.6YS6EN2CT7,674630451152,gsafj-pbecbengrvg-rdhvcztzg-cebq,[],"[[""total_discount"", -2.9e-09], [""bundled_discount"", 0.0], [""edp_discount"", -2.9e-09]]",ReadLocation,AmazonS3,APS2-APS1-AWS-Out-Bytes,"{""application"": ""gsafj-pbecbengrvg-rdhvcztzg-cebq"", ""environment"": null, ""cost_center"": ""6555637679""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-03 05:00:00+00:00,2025-03-03 04:00:00+00:00,,,,,,0,GiB/Second-Months,0,38.3385599999916,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-57s6n7716s97p6roo,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3,"{""application"": ""QEVIRF Ertvfgel Cebprffbef"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-09 13:00:00+00:00,2025-03-09 12:00:00+00:00,,,,,,0,GiB/Second-Months,0,38.3385599999916,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5o15n05ps8699pro2,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3,"{""application"": ""QEVIRF Ertvfgel Cebprffbef"", ""environment"": null, ""cost_center"": ""5555637688""}"
,3.90E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.05 per 10000 API Requests,Usage-Based,2025-03-03 23:00:00+00:00,2025-03-03 22:00:00+00:00,,,,,,1,API Requests,3.90E-06,3.90E-06,3.90E-06,Amazon Web Services Australia Pty Ltd,5.00E-06,5.00E-06,Standard,1,API Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:frpergfznantre:nc-fbhgurnfg-7:264394207585:frperg:fpngf/vasen/qri/nqzva.crz-mdH3c4,,,Identity,AWS Secrets Manager,79UWV932AH7VMY2Z,79UWV932AH7VMY2Z.JRTCKXETXF.6YS6EN2CT7,264394207585,gsafj-fpngf-snoevxnjf-abacebq,[],"[[""total_discount"", -1.1e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.1e-06]]",DescribeSecret,AWSSecretsManager,APS2-AWSSecretsManagerAPIRequest,"{""application"": ""gsafj-fpngf-snoevxnjf-abacebq"", ""environment"": null, ""cost_center"": ""5555686666""}"
,9.70E-09,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.094 per GB - next 100 TB / month data transfer out,Usage-Based,2025-03-17 04:00:00+00:00,2025-03-17 03:00:00+00:00,,,,,,1.32E-07,GB,9.70E-09,0.073373676248,9.70E-09,Amazon Web Services Australia Pty Ltd,1.24E-08,0.094,Standard,1.32E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),fgnpxfrg-np-fcyhaxpberfgnpxfrg-6r-pjonpxhcf8ohpxrg-lmiemazlkpcn,,bucket,Storage,Amazon Simple Storage Service,KRXM4TG87VW2NPHA,KRXM4TG87VW2NPHA.JRTCKXETXF.N9EW5UVVPA,845706446224,gsafj-bf-fuvsgznantrzrag-cebq,[],"[[""total_discount"", -2.7e-09], [""bundled_discount"", 0.0], [""edp_discount"", -2.7e-09]]",ReadBucketPolicyStatus,AmazonS3,APS2-DataTransfer-Out-Bytes,"{""application"": ""gsafj-bf-fuvsgznantrzrag-cebq"", ""environment"": null, ""cost_center"": ""5555687575""}"
,1.06E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.059 per GB Data Processed by NAT Gateways,Usage-Based,2025-03-04 09:00:00+00:00,2025-03-04 08:00:00+00:00,,,,,,2.31E-06,GB,1.06E-07,0.046023293068,1.06E-07,Amazon Web Services Australia Pty Ltd,1.36E-07,0.059,Standard,2.31E-06,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:286210100326:angtngrjnl/ang-535q5394504936spo,,,Compute,Amazon Elastic Compute Cloud,KSHYFCUNWFSUXCAV,KSHYFCUNWFSUXCAV.JRTCKXETXF.6YS6EN2CT7,286210100326,gsafj-nalpybhq-cp1-abacebq,[],"[[""total_discount"", -3e-08], [""bundled_discount"", 0.0], [""edp_discount"", -3e-08]]",NatGateway,AmazonEC2,APS2-NatGateway-Bytes,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": ""5555679335""}"
,0.0489632198,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,2025-03-04 00:00:00+00:00,2025-03-03 23:00:00+00:00,,,,,,1.1413337954,GB-Months,0.0489632198,0.04289999998,0.0489632198,Amazon Web Services Australia Pty Ltd,0.0627733587,0.055,Standard,1.1413337954,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:352691088701:fancfubg/fanc-5o316pr6280138s32,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,352691088701,fg-svanaprvg-ztzg-cebq,[],"[[""total_discount"", -0.0138101389], [""bundled_discount"", 0.0], [""edp_discount"", -0.0138101389]]",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage,"{""application"": ""FLG576303"", ""environment"": null, ""cost_center"": ""Hanyybpngrq""}"
,0.0008524533,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-16 00:00:00+00:00,2025-03-15 23:00:00+00:00,,,,,,0.0910740652,GB-Months,0.0008524533,0.009360000546,0.0008524533,Amazon Web Services Australia Pty Ltd,0.0010928888,0.012,Standard,0.0910740652,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:q60r0po5-s8s7-921r-31s3-r8n1p5nq6o42,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0002404355], [""bundled_discount"", 0.0], [""edp_discount"", -0.0002404355]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": null}"
,0.0474266089,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,USD $0.36 per GB-Mo for Standard storage (APS2),Usage-Based,2025-03-04 11:00:00+00:00,2025-03-04 10:00:00+00:00,,,,,,0.16889818,GB-Months,0.0474266089,0.280799999739,0.0474266089,Amazon Web Services Australia Pty Ltd,0.0608033448,0.36,Standard,0.16889818,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rynfgvpsvyrflfgrz:nc-fbhgurnfg-7:393371285057:svyr-flfgrz/sf-5457pq99533qnp4r6,,,Storage,Amazon Elastic File System,3DVQ7PV23A9TDKS7,3DVQ7PV23A9TDKS7.JRTCKXETXF.6YS6EN2CT7,393371285057,gsafj-pfcr-tvf-cebq,[],"[[""total_discount"", -0.0133767359], [""bundled_discount"", 0.0], [""edp_discount"", -0.0133767359]]",Storage,AmazonEFS,APS2-TimedStorage-ByteHrs,"{""application"": ""GAJ579597"", ""environment"": ""prod"", ""cost_center"": null}"
,0.0019580607,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,AWS Lambda - Total Compute - Asia Pacific (Sydney)-Tier-1,Usage-Based,2025-03-10 09:00:00+00:00,2025-03-10 08:00:00+00:00,,,,,,150.61975,Lambda-GB-Seconds,0.0019580607,1.30E-05,0.0019580607,Amazon Web Services Australia Pty Ltd,0.0025103342,1.67E-05,Standard,150.61975,Lambda-GB-Seconds,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ynzoqn:nc-fbhgurnfg-7:034276821740:shapgvba:pfhc-ynzoqn-icp-ybtf-genafsbez,,,Compute,AWS Lambda,4NX7CSSF3DVPXWBT,4NX7CSSF3DVPXWBT.JRTCKXETXF.CUKFZ388N3,34276821740,fg-svanaprvg-rqtr-abacebq,[],"[[""total_discount"", -0.0005522735], [""bundled_discount"", 0.0], [""edp_discount"", -0.0005522735]]",Invoke,AWSLambda,APS2-Lambda-GB-Second,"{""application"": ""fg-svanaprvg-rqtr-abacebq"", ""environment"": null, ""cost_center"": ""5555674520""}"
,4.68E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,2025-03-11 06:00:00+00:00,2025-03-11 05:00:00+00:00,,,,,,2,Requests,4.68E-06,2.34E-06,4.68E-06,Amazon Web Services Australia Pty Ltd,6.00E-06,3.00E-06,Standard,2,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,996429845353,fg-svanaprvg-ncc-abacebq,[],"[[""total_discount"", -1.32e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.32e-06]]",ListKeys,awskms,ap-southeast-2-KMS-Requests,
,3.23E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Usage-Based,2025-03-08 10:00:00+00:00,2025-03-08 09:00:00+00:00,,,,,,4.14E-05,GB,3.23E-07,0.007801095001,3.23E-07,Amazon Web Services Australia Pty Ltd,4.14E-07,0.01,Standard,4.14E-05,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:733216286799:angtngrjnl/ang-53nqp8608439o9q4q,,,Compute,Amazon Elastic Compute Cloud,5D2MW78KPJPRV7WA,5D2MW78KPJPRV7WA.JRTCKXETXF.6YS6EN2CT7,733216286799,gsafj-zuf-njfpybhqobyg-abacebq,[],"[[""total_discount"", -9.12e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.12e-08]]",PublicIP-In,AmazonEC2,APS2-DataTransfer-Regional-Bytes,"{""application"": ""gsafj-zuf-njfpybhqobyg-abacebq"", ""environment"": null, ""cost_center"": ""6555679310""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-04 07:00:00+00:00,2025-03-04 06:00:00+00:00,,,,,,0,IOPS-Months,0,0.00468000000001,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5065qppn9qn07ns87,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3,"{""application"": ""Benpyr Tbyq Funerq Qngnonfr"", ""environment"": null, ""cost_center"": ""5555637688""}"
,3.90E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.50 per 1,000,000 Amazon SNS API Requests per month thereafter",Usage-Based,2025-03-09 19:00:00+00:00,2025-03-09 18:00:00+00:00,,,,,,1,Requests,3.90E-07,3.90E-07,3.90E-07,Amazon Web Services Australia Pty Ltd,5.00E-07,5.00E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:faf:nc-fbhgurnfg-7:234622589025:f_inhpyhfr_urer_wge_FHPPRFF,,,Integration,Amazon Simple Notification Service,6GZYJMEWP8DZDUX9,6GZYJMEWP8DZDUX9.JRTCKXETXF.VNJQCFJPS4,234622589025,gsafj-nnv-qngncyngsbez-cebq,[],"[[""total_discount"", -1.1e-07], [""bundled_discount"", 0.0], [""edp_discount"", -1.1e-07]]",ListTagsForResource,AmazonSNS,APS2-Requests-Tier1,"{""application"": ""gsafj-nnv-qngncyngsbez-cebq"", ""environment"": null, ""cost_center"": ""5555686584""}"
,1.08E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of ONTAP backup storage - Asia Pacific (Sydney),Usage-Based,2025-03-15 07:00:00+00:00,2025-03-15 06:00:00+00:00,,,,,,0.0002510921,GB-Months,1.08E-05,0.042900194789,1.08E-05,Amazon Web Services Australia Pty Ltd,1.38E-05,0.055,Standard,0.0002510921,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:sfk:nc-fbhgurnfg-7:849332123072:onpxhc/onpxhc-51q508rrp73or853s,,,Storage,Amazon FSx,UBUU95WUVH95QV7U,UBUU95WUVH95QV7U.JRTCKXETXF.6YS6EN2CT7,849332123072,fg-svanaprvg-op-cebq,[],"[[""total_discount"", -3.0382e-06], [""bundled_discount"", 0.0], [""edp_discount"", -3.0382e-06]]",CreateFileSystem:ONTAP,AmazonFSx,APS2-BackupUsage,"{""application"": ""FLG577959"", ""environment"": null, ""cost_center"": null}"
,3.82E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.094 per GB - next 100 TB / month data transfer out,Usage-Based,2025-03-07 13:00:00+00:00,2025-03-07 12:00:00+00:00,,,,,,5.22E-07,GB,3.82E-08,0.073250239693,3.82E-08,Amazon Web Services Australia Pty Ltd,4.90E-08,0.094,Standard,5.22E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),vafcrpgbe-erfhygf-zcn57,,bucket,Storage,Amazon Simple Storage Service,KRXM4TG87VW2NPHA,KRXM4TG87VW2NPHA.JRTCKXETXF.N9EW5UVVPA,507536927369,gsafj-nalpybhq-ppc-cebq,[],"[[""total_discount"", -1.08e-08], [""bundled_discount"", 0.0], [""edp_discount"", -1.08e-08]]",ReadACL,AmazonS3,APS2-DataTransfer-Out-Bytes,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": null}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-03 09:00:00+00:00,2025-03-03 08:00:00+00:00,,,,,,0,GiB/Second-Months,0,38.3385600014491,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5nr0n498nqo599306,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,110780570035,ezf-onuf-njf-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3,"{""application"": ""Pnzren Rasbeprzrag Flfgrz"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0.008903411,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-07 00:00:00+00:00,2025-03-06 23:00:00+00:00,,,,,,0.951219128,GB-Months,0.008903411,0.00935999996,0.008903411,Amazon Web Services Australia Pty Ltd,0.0114146295,0.012,Standard,0.951219128,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:o7n93632-4p30-9o5n-415n-253p72975n2r,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0025112185], [""bundled_discount"", 0.0], [""edp_discount"", -0.0025112185]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": null}"
,4.68E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.03 per 10000 KMS requests in US East (N. Virginia),Usage-Based,2025-03-18 07:00:00+00:00,2025-03-18 06:00:00+00:00,,,,,,2,Requests,4.68E-06,2.34E-06,4.68E-06,Amazon Web Services Australia Pty Ltd,6.00E-06,3.00E-06,Standard,2,Requests,AWS,Amazon Web Services Australia Pty Ltd,us-east-1,US East (N. Virginia),,,,Identity,AWS Key Management Service,MFEBZPX8NHM5FY7Z,MFEBZPX8NHM5FY7Z.JRTCKXETXF.6YS6EN2CT7,874204822100,gsafj-gfq-qngntj-abacebq,[],"[[""total_discount"", -1.32e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.32e-06]]",ListKeys,awskms,us-east-1-KMS-Requests,
ap-southeast-2c,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00 for 1000 Mbps per c4.2xlarge instance-hour (or partial hour),Usage-Based,2025-03-03 14:00:00+00:00,2025-03-03 13:00:00+00:00,,,,,,1,Hours,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,1,Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-57rop4p1pq417097r,,,Storage,Amazon Elastic Compute Cloud,3YS3J48S5TXGU4RE,3YS3J48S5TXGU4RE.JRTCKXETXF.6YS6EN2CT7,464111402215,gsafj-nqfg-fcyhaxzba-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",Hourly,AmazonEC2,APS2-EBSOptimized:c4.2xlarge,"{""application"": ""GAJ573416"", ""environment"": ""dev"", ""cost_center"": ""Hanyybpngrq""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-11 21:00:00+00:00,2025-03-11 20:00:00+00:00,,,,,,0,IOPS-Months,0,0.00468000000001,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-59p9s68n9so70n261,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3,"{""application"": ""Obngvat Bssvpre Fnsrgl Argjbex - OBFA"", ""environment"": null, ""cost_center"": ""5555637688""}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-06 09:00:00+00:00,2025-03-06 08:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-614787815868-ppbr,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,573165919612,gsafj-nalpybhq-ppe-cebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadBucketServerSideEncryption,AmazonS3,APS2-Requests-Tier2,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": null}"
