AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_CostCategories,x_Discounts,x_Operation,x_ServiceCode,x_UsageType,Tags
,0.0084242807,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-03 00:00:00+00:00,2025-03-02 23:00:00+00:00,,,,,,0.9000299941,GB-Months,0.0084242807,0.00935999995,0.0084242807,Amazon Web Services Australia Pty Ltd,0.0108003599,0.012,Standard,0.9000299941,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:9o824n2p-8q4s-9444-noo6-3s9802665qr8,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0023760792], [""bundled_discount"", 0.0], [""edp_discount"", -0.0023760792]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": ""5555679310""}"
,2.02E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.098 per GB - Asia Pacific (Sydney) data transfer to Canada (Central),Usage-Based,2025-03-03 09:00:00+00:00,2025-03-03 08:00:00+00:00,,,,,,2.65E-07,GB,2.02E-08,0.076370510397,2.02E-08,Amazon Web Services Australia Pty Ltd,2.59E-08,0.098,Standard,2.65E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),031249921255-8eq-cnegl-ynzoqnf,,bucket,Storage,Amazon Simple Storage Service,UPJSGNR25KH4Q2ZB,UPJSGNR25KH4Q2ZB.JRTCKXETXF.6YS6EN2CT7,31249921255,gsafj-tf-gpbcf-abacebq,[],"[[""total_discount"", -5.7e-09], [""bundled_discount"", 0.0], [""edp_discount"", -5.7e-09]]",ReadLocation,AmazonS3,APS2-CAN1-AWS-Out-Bytes,"{""application"": ""gsafj-tf-gpbcf-abacebq"", ""environment"": null, ""cost_center"": null}"
,0.0037741935,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.12 per GB-month of General Purpose SSD (gp2) provisioned storage  - Asia Pacific (Sydney),Usage-Based,2025-03-08 19:00:00+00:00,2025-03-08 18:00:00+00:00,,,,,,0.0403225806,GB-Months,0.0037741935,0.093599998905,0.0037741935,Amazon Web Services Australia Pty Ltd,0.0048387097,0.12,Standard,0.0403225806,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-553rs02o87392n99o,,volume,Storage,Amazon Elastic Compute Cloud,5ES53GWNC5G54Q44,5ES53GWNC5G54Q44.JRTCKXETXF.6YS6EN2CT7,507536927369,gsafj-nalpybhq-ppc-cebq,[],"[[""total_discount"", -0.0010645161], [""bundled_discount"", 0.0], [""edp_discount"", -0.0010645161]]",CreateVolume-Gp2,AmazonEC2,APS2-EBS:VolumeUsage.gp2,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": ""5555679335""}"
,2.50E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.67 per GB custom log data ingested in Standard log class - Asia Pacific (Sydney),Usage-Based,2025-03-16 00:00:00+00:00,2025-03-15 23:00:00+00:00,,,,,,4.78E-05,GB,2.50E-05,0.522600094206,2.50E-05,Amazon Web Services Australia Pty Ltd,3.20E-05,0.67,Standard,4.78E-05,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ybtf:nc-fbhgurnfg-7:110780570035:ybt-tebhc:/hfe/ybpny/nqz/vafgnapr/gcqevirfrp/pheerag/gcfgngf_abacebq,,,Management and Governance,AmazonCloudWatch,VSJ57WXDQXM2VKQK,VSJ57WXDQXM2VKQK.JRTCKXETXF.6YS6EN2CT7,110780570035,ezf-onuf-njf-abacebq,[],"[[""total_discount"", -7.0409e-06], [""bundled_discount"", 0.0], [""edp_discount"", -7.0409e-06]]",PutLogEvents,AmazonCloudWatch,APS2-DataProcessing-Bytes,"{""application"": ""ezf-onuf-njf-abacebq"", ""environment"": null, ""cost_center"": ""5555637688""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,AWS Lambda - Total Requests - Asia Pacific (Sydney),Usage-Based,2025-03-15 19:00:00+00:00,2025-03-15 18:00:00+00:00,Spend,nea:njf:fnivatfcynaf::428183493173:fnivatfcyna/42025099-91q3-9ss1-415s-o4394s87or17,,Used,Savings Plan,4099,Requests,0.000639444,1.56E-07,0.000639444,Amazon Web Services Australia Pty Ltd,0.0008198,2.00E-07,Committed,4099,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ynzoqn:nc-fbhgurnfg-7:080088901796:shapgvba:genvayvax-pef-ebhgre-yvir-ebhgre-uggc-nyy,,,Compute,AWS Lambda,ZW6UHD4Q6EPUCZWU,ZW6UHD4Q6EPUCZWU.JRTCKXETXF.6YS6EN2CT7,80088901796,gsafj-qpvf-gav-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",Invoke,AWSLambda,APS2-Request,"{""application"": ""genvayvax-pef-ebhgre"", ""environment"": ""live"", ""cost_center"": null}"
,1.03E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-07 07:00:00+00:00,2025-03-07 06:00:00+00:00,,,,,,3,Requests,1.03E-06,3.43E-07,1.03E-06,Amazon Web Services Australia Pty Ltd,1.32E-06,4.40E-07,Standard,3,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-741834794295-abacebq,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,573165919612,gsafj-nalpybhq-ppe-cebq,[],"[[""total_discount"", -2.904e-07], [""bundled_discount"", 0.0], [""edp_discount"", -2.904e-07]]",ReadLocation,AmazonS3,APS2-Requests-Tier2,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": null}"
,6.04E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Usage-Based,2025-03-06 06:00:00+00:00,2025-03-06 05:00:00+00:00,,,,,,0.000774621,GB,6.04E-06,0.007799943456,6.04E-06,Amazon Web Services Australia Pty Ltd,7.75E-06,0.01,Standard,0.000774621,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-50s4p5s71088o45r6,,,Compute,Amazon Elastic Compute Cloud,5D2MW78KPJPRV7WA,5D2MW78KPJPRV7WA.JRTCKXETXF.6YS6EN2CT7,110780570035,ezf-onuf-njf-abacebq,[],"[[""total_discount"", -1.7042e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.7042e-06]]",InterZone-Out,AmazonEC2,APS2-DataTransfer-Regional-Bytes,"{""application"": ""Benpyr Sbezf Cyngsbez"", ""environment"": null, ""cost_center"": ""5555637688""}"
,5.51E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Usage-Based,2025-03-10 09:00:00+00:00,2025-03-10 08:00:00+00:00,,,,,,7.07E-05,GB,5.51E-07,0.007799305785,5.51E-07,Amazon Web Services Australia Pty Ltd,7.07E-07,0.01,Standard,7.07E-05,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-53n2p18p1ns3qq726,,,Compute,Amazon Elastic Compute Cloud,5D2MW78KPJPRV7WA,5D2MW78KPJPRV7WA.JRTCKXETXF.6YS6EN2CT7,235045897147,gsafj-bf-cgvcf57-abacebq,[],"[[""total_discount"", -1.555e-07], [""bundled_discount"", 0.0], [""edp_discount"", -1.555e-07]]",InterZone-Out,AmazonEC2,APS2-DataTransfer-Regional-Bytes,"{""application"": ""gsafj-bf-cgvcf57-abacebq"", ""environment"": null, ""cost_center"": ""5555687575""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,2025-03-03 06:00:00+00:00,2025-03-03 05:00:00+00:00,,,,,,0,IOPS-Months,0,0.00468000000001,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),iby-5654959s9021pq02o,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,779957659224,ezf-onuf-njf-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", 0.0]]",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3,"{""application"": ""QEVIRF Ertvfgel Cebprffbef"", ""environment"": null, ""cost_center"": ""5555637688""}"
,1.60E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,AWS Lambda - Total Compute - Asia Pacific (Sydney)-Tier-1,Usage-Based,2025-03-06 06:00:00+00:00,2025-03-06 05:00:00+00:00,,,,,,1.23325,Lambda-GB-Seconds,1.60E-05,1.30E-05,1.60E-05,Amazon Web Services Australia Pty Ltd,2.06E-05,1.67E-05,Standard,1.23325,Lambda-GB-Seconds,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:ynzoqn:nc-fbhgurnfg-7:741517094250:shapgvba:FgnpxFrg-NP-Freivpr-Pngny-FgnpxFrgErfbheprShapgvba-vzpfYCfejc8U,,,Compute,AWS Lambda,4NX7CSSF3DVPXWBT,4NX7CSSF3DVPXWBT.JRTCKXETXF.CUKFZ388N3,741517094250,gsafj-pbecvg-rdhvcqri-abacebq,[],"[[""total_discount"", -4.5219e-06], [""bundled_discount"", 0.0], [""edp_discount"", -4.5219e-06]]",Invoke,AWSLambda,APS2-Lambda-GB-Second,"{""application"": ""gsafj-pbecvg-rdhvcqri-abacebq"", ""environment"": null, ""cost_center"": null}"
,4.68E-06,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,2025-03-10 05:00:00+00:00,2025-03-10 04:00:00+00:00,,,,,,2,Requests,4.68E-06,2.34E-06,4.68E-06,Amazon Web Services Australia Pty Ltd,6.00E-06,3.00E-06,Standard,2,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:xzf:nc-fbhgurnfg-7:506175825064:xrl/o7431545-2n2n-932q-3p5n-87qrqp171r4r,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,506175825064,gsafj-qpvf-gav-abacebq,[],"[[""total_discount"", -1.32e-06], [""bundled_discount"", 0.0], [""edp_discount"", -1.32e-06]]",ListAliases,awskms,ap-southeast-2-KMS-Requests,"{""application"": ""gsafj-qpvf-gav-abacebq"", ""environment"": null, ""cost_center"": ""5555697595""}"
,3.43E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-09 08:00:00+00:00,2025-03-09 07:00:00+00:00,,,,,,1,Requests,3.43E-07,3.43E-07,3.43E-07,Amazon Web Services Australia Pty Ltd,4.40E-07,4.40E-07,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-abacebq-rvcnnf-cbp,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,700886728947,gsafj-rnv-ncvtj57-abacebq,[],"[[""total_discount"", -9.68e-08], [""bundled_discount"", 0.0], [""edp_discount"", -9.68e-08]]",ReadACL,AmazonS3,APS2-Requests-Tier2,"{""application"": ""GVOPB RVC RFO"", ""environment"": null, ""cost_center"": ""637666""}"
,0.0013572,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00174 per Instance-hrs for EC2-Scanning in Asia Pacific (Sydney),Usage-Based,2025-03-16 18:00:00+00:00,2025-03-16 17:00:00+00:00,,,,,,1,Instance-Hours,0.0013572,0.0013572,0.0013572,Amazon Web Services Australia Pty Ltd,0.00174,0.00174,Standard,1,Instance-Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:292862255651:vafgnapr/v-577r6p5835233so12,,,Security,Amazon Inspector,3RS7K65H7WVBUJP4,3RS7K65H7WVBUJP4.JRTCKXETXF.6YS6EN2CT7,292862255651,gsafj-rhf-nbica-cebq,[],"[[""total_discount"", -0.0003828], [""bundled_discount"", 0.0], [""edp_discount"", -0.0003828]]",active,AmazonInspectorV2,APS2-EC2-Scanning,"{""application"": ""Nyjnlf Ba ICA"", ""environment"": null, ""cost_center"": ""Hanyybpngrq""}"
,6.86E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-12 09:00:00+00:00,2025-03-12 08:00:00+00:00,,,,,,2,Requests,6.86E-07,3.43E-07,6.86E-07,Amazon Web Services Australia Pty Ltd,8.80E-07,4.40E-07,Standard,2,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),gsafj-163173937358-cebq,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,573165919612,gsafj-nalpybhq-ppe-cebq,[],"[[""total_discount"", -1.936e-07], [""bundled_discount"", 0.0], [""edp_discount"", -1.936e-07]]",ReadBucketPolicyStatus,AmazonS3,APS2-Requests-Tier2,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": null}"
,6.20E-09,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Sydney),Usage-Based,2025-03-10 05:00:00+00:00,2025-03-10 04:00:00+00:00,,,,,,4.01E-07,GB,6.20E-09,0.015480649189,6.20E-09,Amazon Web Services Australia Pty Ltd,8.00E-09,0.02,Standard,4.01E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,us-east-1,US East (N. Virginia),,,,Storage,Amazon Simple Storage Service,6UXYTS4EWKB6WXM9,6UXYTS4EWKB6WXM9.JRTCKXETXF.6YS6EN2CT7,279614098969,gsafj-bf-flfbcf-cebq,[],"[[""total_discount"", -1.8e-09], [""bundled_discount"", 0.0], [""edp_discount"", -1.8e-09]]",ListMRAPs,AmazonS3,USE1-APS2-AWS-Out-Bytes,
,8.63E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,USD $0.0272 per GB-Mo for Standard-Infrequent Access storage (APS2),Usage-Based,2025-03-14 07:00:00+00:00,2025-03-14 06:00:00+00:00,,,,,,0.0040688771,GB-Months,8.63E-05,0.021216000847,8.63E-05,Amazon Web Services Australia Pty Ltd,0.0001106735,0.0272,Standard,0.0040688771,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rynfgvpsvyrflfgrz:nc-fbhgurnfg-7:052215556563:svyr-flfgrz/sf-7o82pr68,,,Storage,Amazon Elastic File System,YJ37FEKHVQNYX373,YJ37FEKHVQNYX373.JRTCKXETXF.6YS6EN2CT7,52215556563,gsafj-nqfg-qvpr-qri,[],"[[""total_discount"", -2.43482e-05], [""bundled_discount"", 0.0], [""edp_discount"", -2.43482e-05]]",Storage,AmazonEFS,APS2-IATimedStorage-ByteHrs,"{""application"": ""znevgvzr-hng"", ""environment"": ""uat"", ""cost_center"": null}"
,6.86E-07,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,2025-03-11 20:00:00+00:00,2025-03-11 19:00:00+00:00,,,,,,2,Requests,6.86E-07,3.43E-07,6.86E-07,Amazon Web Services Australia Pty Ltd,8.80E-07,4.40E-07,Standard,2,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),qri-pf-vvzf-qo-f8-ohpxrg-ncfr7,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,938828427530,gsafj-pf-pfbyhgvbaf-abacebq,[],"[[""total_discount"", -1.936e-07], [""bundled_discount"", 0.0], [""edp_discount"", -1.936e-07]]",ReadVersioningProps,AmazonS3,APS2-Requests-Tier2,"{""application"": ""FLG578978"", ""environment"": ""Dev"", ""cost_center"": null}"
ap-southeast-2b,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.96 per On Demand Linux m5.4xlarge Instance Hour,Usage-Based,2025-03-03 22:00:00+00:00,2025-03-03 21:00:00+00:00,Spend,nea:njf:fnivatfcynaf::428183493173:fnivatfcyna/nq7sn00n-4qnr-9087-3o66-7p2osn9483o0,,Used,Savings Plan,1,Hours,0.7487999996,0.748799999648,0.4250999998,Amazon Web Services Australia Pty Ltd,0.96,0.96,Committed,1,Hours,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-51242sonsn5851o89,,instance,Compute,Amazon Elastic Compute Cloud,CXJGKV8H28A9Q2NF,CXJGKV8H28A9Q2NF.JRTCKXETXF.6YS6EN2CT7,52215556563,gsafj-nqfg-qvpr-qri,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",RunInstances,AmazonEC2,APS2-BoxUsage:m5.4xlarge,"{""application"": ""gsafj-nqfg-qvpr-qri"", ""environment"": ""dev"", ""cost_center"": ""5555637670""}"
,0.0004136874,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.012 per GB-month for cold backup storage for VMware,Usage-Based,2025-03-11 00:00:00+00:00,2025-03-10 23:00:00+00:00,,,,,,0.0441973727,GB-Months,0.0004136874,0.009359999808,0.0004136874,Amazon Web Services Australia Pty Ltd,0.0005303685,0.012,Standard,0.0441973727,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:onpxhc:nc-fbhgurnfg-7:790639323661:erpbirel-cbvag:3on71rrs-rs63-9rq8-oq2q-n2r5q121s84o,,,Storage,AWS Backup,S2HSTTS2H33SVCJT,S2HSTTS2H33SVCJT.JRTCKXETXF.6YS6EN2CT7,790639323661,gsafj-uf-izp-cebq,[],"[[""total_discount"", -0.0001166811], [""bundled_discount"", 0.0], [""edp_discount"", -0.0001166811]]",Storage,AWSBackup,APS2-ColdStorage-ByteHrs-VirtualMachine,"{""application"": ""IZP Ubfgvat"", ""environment"": null, ""cost_center"": null}"
,5.37E-08,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,Usage-Based,2025-03-01 09:00:00+00:00,2025-03-01 08:00:00+00:00,,,,,,6.89E-06,GB,5.37E-08,0.007795035564,5.37E-08,Amazon Web Services Australia Pty Ltd,6.89E-08,0.01,Standard,6.89E-06,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-5s945s4rns133039p,,,Compute,Amazon Elastic Compute Cloud,5D2MW78KPJPRV7WA,5D2MW78KPJPRV7WA.JRTCKXETXF.6YS6EN2CT7,257771087276,gsafj-rhfn-rvnz-cebq,[],"[[""total_discount"", -1.52e-08], [""bundled_discount"", 0.0], [""edp_discount"", -1.52e-08]]",VPCPeering-Out,AmazonEC2,APS2-DataTransfer-Regional-Bytes,"{""application"": ""RVNZ - Ragrecevfr Vqragvgl naq Npprff Znantrzrag (GsAFJ)"", ""environment"": null, ""cost_center"": null}"
,0.000323669,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,2025-03-17 00:00:00+00:00,2025-03-16 23:00:00+00:00,,,,,,0.0075447329,GB-Months,0.000323669,0.042899994511,0.000323669,Amazon Web Services Australia Pty Ltd,0.0004149603,0.055,Standard,0.0075447329,GB-Months,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:rp7:nc-fbhgurnfg-7:346297646308:fancfubg/fanc-58op84onsos292p88,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,346297646308,fg-svanaprvg-ncc-cebq,[],"[[""total_discount"", -9.12913e-05], [""bundled_discount"", 0.0], [""edp_discount"", -9.12913e-05]]",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage,"{""application"": ""fg-svanaprvg-ncc-cebq"", ""environment"": null, ""cost_center"": ""5555674520""}"
,1.17E-05,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.03 per 10000 KMS requests in Asia Pacific (Sydney),Usage-Based,2025-03-12 14:00:00+00:00,2025-03-12 13:00:00+00:00,,,,,,5,Requests,1.17E-05,2.34E-06,1.17E-05,Amazon Web Services Australia Pty Ltd,1.50E-05,3.00E-06,Standard,5,Requests,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),nea:njf:xzf:nc-fbhgurnfg-7:889291571436:xrl/q892q82s-3oso-9r7n-n6r3-5o81o59nq338,,,Identity,AWS Key Management Service,2V8H8RKD5G49TF84,2V8H8RKD5G49TF84.JRTCKXETXF.6YS6EN2CT7,889291571436,gsafj-uf-znantrzrag-cebq,[],"[[""total_discount"", -3.3e-06], [""bundled_discount"", 0.0], [""edp_discount"", -3.3e-06]]",DescribeKey,awskms,ap-southeast-2-KMS-Requests,"{""application"": ""NalPybhq"", ""environment"": null, ""cost_center"": ""5555679310""}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.000 per GB - data transfer in per month,Usage-Based,2025-03-15 08:00:00+00:00,2025-03-15 07:00:00+00:00,,,,,,1.45E-07,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,1.45E-07,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,External,nea:njf:rynfgvpybnqonynapvat:nc-fbhgurnfg-7:714638547247:ybnqonynapre/ncc/neptvf-rkgreany-nyo-ac/0330oqs9ns6q7s3o,,,Networking,Elastic Load Balancing,V97WX8KBR4YWXNJZ,V97WX8KBR4YWXNJZ.JRTCKXETXF.6YS6EN2CT7,714638547247,gsafj-pfcr-tvf-abacebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",LoadBalancing,AWSELB,APS2-DataTransfer-In-Bytes,"{""application"": ""GAJ579597"", ""environment"": ""prod"", ""cost_center"": null}"
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,"First 1,000,000 Amazon SNS API Requests per month are free",Usage-Based,2025-03-16 18:00:00+00:00,2025-03-16 17:00:00+00:00,,,,,,1,Requests,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,1,Requests,AWS,Amazon Web Services Australia Pty Ltd,us-east-1,US East (N. Virginia),nea:njf:faf:hf-rnfg-6:234622589025:bcf-frphevgl-zbavgbe-vnz-cebq-hf-rnfg-6,,,Integration,Amazon Simple Notification Service,QDX8G2WMY9NPXXPG,QDX8G2WMY9NPXXPG.JRTCKXETXF.SB2VSFF4TP,234622589025,gsafj-nnv-qngncyngsbez-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",ListTagsForResource,AmazonSNS,Requests-Tier1,
,0,428183493173,gsafj-nalpybhq-zcn57-cebq,USD,2025-04-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,2025-03-17 22:00:00+00:00,2025-03-17 21:00:00+00:00,,,,,,0.0001233481,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.0001233481,GB,AWS,Amazon Web Services Australia Pty Ltd,ap-southeast-2,Asia Pacific (Sydney),v-5n7n8n6r82npo54r0,,,Compute,Amazon Elastic Compute Cloud,5EA4W2JJSR2QXS69,5EA4W2JJSR2QXS69.JRTCKXETXF.6YS6EN2CT7,234622589025,gsafj-nnv-qngncyngsbez-cebq,[],"[[""total_discount"", 0.0], [""bundled_discount"", 0.0], [""edp_discount"", null]]",InterZone-In,AmazonEC2,APS2-DataTransfer-xAZ-In-Bytes,"{""application"": ""gsafj-nnv-qngncyngsbez-cebq"", ""environment"": null, ""cost_center"": ""5555686584""}"
